,Title,Published_date,Views,Likes,Favorite,Comments,Month
230,Girliyapa || Singlehood Solutions for Valentine's Day ft Kangana Ranaut,2017-02-13,1413885,22661,0,340,Feb
231,How To Dress Like A Bomb ft. Shenaz Treasury | Girliyapa's ChickiLeaks,2017-01-27,1379876,27455,0,738,Jan
232,Excuses When Girls Come Home Late | Girliyapa ChickiLeaks,2017-01-17,3220048,86346,0,1456,Jan
233,Maa Ke Haath Mein Steering | Girliyapa M.O.M.S,2016-12-21,3470240,73471,0,1446,Dec
234,Girliyapa EP 02 | Ab Ki Baar HR feat. Mallika Dua & Srishti Srivastava,2016-10-06,7829923,211581,0,4262,Oct
235,Baaki Baatein Shower Baad feat. Nidhi Singh & Hard Kaur | Girliyapa Unoriginals,2016-09-16,1825771,23834,0,636,Sep
236,What Happens In The Staff Room | Girliyapa's ChickiLeaks,2016-09-05,2962793,47264,0,1020,Sep
237,Mom Wars feat. Sumukhi Suresh | Girliyapa M.O.M.S,2016-08-04,2467968,44263,0,777,Aug
238,Girliyapa's How I Raped Your Mother,2016-05-16,4432032,108460,0,7153,May
239,To Stick or Not to Stick | Ladies Room Bakchodi EP 01 || Girliyapa,2016-04-17,6032605,81651,0,1579,Apr
240,Girliyapa EP 01 | Why Should Hot Girls Have All The Fun? feat. Mallika Dua & Srishti Srivastava,2016-03-18,17387519,429958,0,11158,Mar
241,The Period Song | Girliyapa Unoriginals,2016-03-07,6811536,198025,0,5067,Mar
242,Girls Buying Condoms | Girliyapa's ChickiLeaks,2015-12-01,12288711,158571,0,3117,Dec
243,Fashion Waley Babu Ft. BADSHAH | Girliyapa Unoriginals,2015-08-26,3914563,31207,0,767,Aug
